Patterns set encontrado en ../patterns\blur
Labels set encontrado en ../labels\blur
Nombre del experimento: 26L_testval_weighted_1
Los resultados se guardar�n en: ../outputs\alexnet\blur\evo\26L_testval_weighted_1
Los resultados se guardar�n en: ../outputs\alexnet\blur\evo\26L_testval_weighted_1
Usando top_labels previamente generados para 26 labels
Usando device: NVIDIA GeForce GTX 1060
Valid Trial [0/10], LR: 0.0021, W: 4.183e-07, Avg Loss: 5.8678, Accuracy: 0.4892, F1 score: 0.2438, HS: 0.1422
Train Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 2.0009, Accuracy: 0.3134, F1 score: 0.2668, HS: 0.1575
Valid Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 2.9293, Accuracy: 0.4034, F1 score: 0.3022, HS: 0.1861

Train Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 1.7613, Accuracy: 0.3866, F1 score: 0.2899, HS: 0.1752
Valid Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 2.7394, Accuracy: 0.5133, F1 score: 0.3416, HS: 0.2184

Train Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 1.5732, Accuracy: 0.5066, F1 score: 0.3345, HS: 0.2079
Valid Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 2.7440, Accuracy: 0.5227, F1 score: 0.3468, HS: 0.2141

Train Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 1.4014, Accuracy: 0.5572, F1 score: 0.3608, HS: 0.2291
Valid Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 2.8444, Accuracy: 0.6410, F1 score: 0.4110, HS: 0.2708

Train Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 1.3309, Accuracy: 0.6136, F1 score: 0.3923, HS: 0.2572
Valid Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 2.6059, Accuracy: 0.5888, F1 score: 0.3813, HS: 0.2412

Train Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 1.2322, Accuracy: 0.6386, F1 score: 0.4090, HS: 0.2671
Valid Trial [6/200], LR: 0.00075, W: 0.01, Avg Loss: 3.0206, Accuracy: 0.6603, F1 score: 0.4195, HS: 0.2794

Train Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 1.0989, Accuracy: 0.6798, F1 score: 0.4391, HS: 0.2918
Valid Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 2.6655, Accuracy: 0.6943, F1 score: 0.4484, HS: 0.3049

Train Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 1.0241, Accuracy: 0.7137, F1 score: 0.4677, HS: 0.3166
Valid Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 2.7137, Accuracy: 0.7239, F1 score: 0.4737, HS: 0.3195

Train Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 0.9216, Accuracy: 0.7522, F1 score: 0.5049, HS: 0.3480
Valid Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 3.2335, Accuracy: 0.7456, F1 score: 0.4911, HS: 0.3429

Train Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 0.9244, Accuracy: 0.7582, F1 score: 0.5098, HS: 0.3541
Valid Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 2.4394, Accuracy: 0.7382, F1 score: 0.4919, HS: 0.3356

Train Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 0.8933, Accuracy: 0.7711, F1 score: 0.5239, HS: 0.3708
Valid Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 2.9509, Accuracy: 0.7392, F1 score: 0.4859, HS: 0.3326

Train Trial [12/200], LR: 0.00075, W: 0.01, Avg Loss: 0.9146, Accuracy: 0.7530, F1 score: 0.5056, HS: 0.3467
Valid Trial [12/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 2.7264, Accuracy: 0.7633, F1 score: 0.5082, HS: 0.3474

Train Trial [13/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.7844, Accuracy: 0.8013, F1 score: 0.5594, HS: 0.4000
Valid Trial [13/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 2.8768, Accuracy: 0.7618, F1 score: 0.5086, HS: 0.3533

Train Trial [14/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.7271, Accuracy: 0.8099, F1 score: 0.5718, HS: 0.4125
Valid Trial [14/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 3.2856, Accuracy: 0.7964, F1 score: 0.5457, HS: 0.3984

Train Trial [15/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.6457, Accuracy: 0.8394, F1 score: 0.6123, HS: 0.4560
Valid Trial [15/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 3.7033, Accuracy: 0.8028, F1 score: 0.5370, HS: 0.3901

Train Trial [16/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.6579, Accuracy: 0.8379, F1 score: 0.6107, HS: 0.4531
Valid Trial [16/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 3.3084, Accuracy: 0.7628, F1 score: 0.4974, HS: 0.3468

Train Trial [17/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.6654, Accuracy: 0.8299, F1 score: 0.5988, HS: 0.4449
Valid Trial [17/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 4.2433, Accuracy: 0.8161, F1 score: 0.5596, HS: 0.4097

Train Trial [18/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.6737, Accuracy: 0.8275, F1 score: 0.5954, HS: 0.4368
Valid Trial [18/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 3.3280, Accuracy: 0.8067, F1 score: 0.5525, HS: 0.4109

Train Trial [19/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.5736, Accuracy: 0.8640, F1 score: 0.6520, HS: 0.4956
Valid Trial [19/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 3.5518, Accuracy: 0.8126, F1 score: 0.5571, HS: 0.4082

Train Trial [20/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.5088, Accuracy: 0.8682, F1 score: 0.6591, HS: 0.5069
Valid Trial [20/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 3.9580, Accuracy: 0.8407, F1 score: 0.5885, HS: 0.4541

Train Trial [21/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.4610, Accuracy: 0.8917, F1 score: 0.7025, HS: 0.5558
Valid Trial [21/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 3.7137, Accuracy: 0.8383, F1 score: 0.5951, HS: 0.4553

Train Trial [22/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.4725, Accuracy: 0.8808, F1 score: 0.6821, HS: 0.5311
Valid Trial [22/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 4.1780, Accuracy: 0.8279, F1 score: 0.5686, HS: 0.4218

Train Trial [23/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.5100, Accuracy: 0.8804, F1 score: 0.6811, HS: 0.5323
Valid Trial [23/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 4.2843, Accuracy: 0.8240, F1 score: 0.5683, HS: 0.4223

Train Trial [24/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.4656, Accuracy: 0.8858, F1 score: 0.6918, HS: 0.5454
Valid Trial [24/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 4.3526, Accuracy: 0.8545, F1 score: 0.6144, HS: 0.4820

Train Trial [25/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.4061, Accuracy: 0.9025, F1 score: 0.7245, HS: 0.5836
Valid Trial [25/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 4.4464, Accuracy: 0.8442, F1 score: 0.5949, HS: 0.4537

Train Trial [26/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.3832, Accuracy: 0.9098, F1 score: 0.7397, HS: 0.6035
Valid Trial [26/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 4.2212, Accuracy: 0.8526, F1 score: 0.6142, HS: 0.4590

Train Trial [27/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.3983, Accuracy: 0.9038, F1 score: 0.7273, HS: 0.5833
Valid Trial [27/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 4.6946, Accuracy: 0.8545, F1 score: 0.6093, HS: 0.4690

Train Trial [28/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.3665, Accuracy: 0.9122, F1 score: 0.7453, HS: 0.6068
Valid Trial [28/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 4.3295, Accuracy: 0.8614, F1 score: 0.6238, HS: 0.4932

Train Trial [29/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.3482, Accuracy: 0.9183, F1 score: 0.7582, HS: 0.6216
Valid Trial [29/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 4.0408, Accuracy: 0.8432, F1 score: 0.5954, HS: 0.4522

Train Trial [30/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.3418, Accuracy: 0.9163, F1 score: 0.7546, HS: 0.6265
Valid Trial [30/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 5.5860, Accuracy: 0.8752, F1 score: 0.6411, HS: 0.4921

Train Trial [31/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.3103, Accuracy: 0.9260, F1 score: 0.7762, HS: 0.6483
Valid Trial [31/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 4.9726, Accuracy: 0.8683, F1 score: 0.6367, HS: 0.4964

Train Trial [32/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.2847, Accuracy: 0.9308, F1 score: 0.7882, HS: 0.6635
Valid Trial [32/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 5.6613, Accuracy: 0.8767, F1 score: 0.6439, HS: 0.5128

Train Trial [33/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.2706, Accuracy: 0.9374, F1 score: 0.8043, HS: 0.6878
Valid Trial [33/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 5.5143, Accuracy: 0.8881, F1 score: 0.6667, HS: 0.5274

Train Trial [34/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.2690, Accuracy: 0.9366, F1 score: 0.8024, HS: 0.6815
Valid Trial [34/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 5.2345, Accuracy: 0.8748, F1 score: 0.6412, HS: 0.5019

Train Trial [35/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.2844, Accuracy: 0.9354, F1 score: 0.7990, HS: 0.6772
Valid Trial [35/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 4.9414, Accuracy: 0.8733, F1 score: 0.6426, HS: 0.5048

Train Trial [36/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.2852, Accuracy: 0.9318, F1 score: 0.7907, HS: 0.6709
Valid Trial [36/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 5.3407, Accuracy: 0.8733, F1 score: 0.6445, HS: 0.5040

Train Trial [37/200], LR: 0.000178, W: 0.01, Avg Loss: 0.2649, Accuracy: 0.9357, F1 score: 0.8000, HS: 0.6794
Valid Trial [37/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 5.4051, Accuracy: 0.8733, F1 score: 0.6416, HS: 0.5104

Train Trial [38/200], LR: 0.000178, W: 0.01, Avg Loss: 0.2437, Accuracy: 0.9429, F1 score: 0.8184, HS: 0.7105
Valid Trial [38/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 5.8441, Accuracy: 0.8930, F1 score: 0.6832, HS: 0.5432

Train Trial [39/200], LR: 0.000178, W: 0.01, Avg Loss: 0.2294, Accuracy: 0.9442, F1 score: 0.8219, HS: 0.7163
Valid Trial [39/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 6.0708, Accuracy: 0.8876, F1 score: 0.6627, HS: 0.5245

Train Trial [40/200], LR: 0.000178, W: 0.01, Avg Loss: 0.2437, Accuracy: 0.9412, F1 score: 0.8142, HS: 0.7032
Valid Trial [40/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 5.5773, Accuracy: 0.8841, F1 score: 0.6619, HS: 0.5230

Train Trial [41/200], LR: 0.000178, W: 0.01, Avg Loss: 0.2165, Accuracy: 0.9509, F1 score: 0.8400, HS: 0.7348
Valid Trial [41/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 5.8042, Accuracy: 0.8807, F1 score: 0.6533, HS: 0.5237

Train Trial [42/200], LR: 0.000178, W: 0.01, Avg Loss: 0.2038, Accuracy: 0.9533, F1 score: 0.8465, HS: 0.7522
Valid Trial [42/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 6.2106, Accuracy: 0.8974, F1 score: 0.6867, HS: 0.5498

Train Trial [43/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.2000, Accuracy: 0.9539, F1 score: 0.8482, HS: 0.7497
Valid Trial [43/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 6.5313, Accuracy: 0.8910, F1 score: 0.6697, HS: 0.5333

Train Trial [44/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.1791, Accuracy: 0.9572, F1 score: 0.8577, HS: 0.7616
Valid Trial [44/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 6.8941, Accuracy: 0.8984, F1 score: 0.6831, HS: 0.5503

Train Trial [45/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.1872, Accuracy: 0.9596, F1 score: 0.8643, HS: 0.7720
Valid Trial [45/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 6.5664, Accuracy: 0.8905, F1 score: 0.6716, HS: 0.5433

Train Trial [46/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.1863, Accuracy: 0.9600, F1 score: 0.8656, HS: 0.7811
Valid Trial [46/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 6.6876, Accuracy: 0.8999, F1 score: 0.6910, HS: 0.5503

Train Trial [47/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.1759, Accuracy: 0.9562, F1 score: 0.8549, HS: 0.7573
Valid Trial [47/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 7.2967, Accuracy: 0.8979, F1 score: 0.6801, HS: 0.5449

Train Trial [48/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.1841, Accuracy: 0.9620, F1 score: 0.8717, HS: 0.7830
Valid Trial [48/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 6.5035, Accuracy: 0.8964, F1 score: 0.6818, HS: 0.5400

Train Trial [49/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.1822, Accuracy: 0.9563, F1 score: 0.8549, HS: 0.7602
Valid Trial [49/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 7.5000, Accuracy: 0.8930, F1 score: 0.6687, HS: 0.5363

Train Trial [50/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.1697, Accuracy: 0.9586, F1 score: 0.8616, HS: 0.7744
Valid Trial [50/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 7.7440, Accuracy: 0.8955, F1 score: 0.6698, HS: 0.5197

Train Trial [51/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.1635, Accuracy: 0.9638, F1 score: 0.8770, HS: 0.7938
Valid Trial [51/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 7.4417, Accuracy: 0.9019, F1 score: 0.6886, HS: 0.5517

Train Trial [52/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.1743, Accuracy: 0.9609, F1 score: 0.8682, HS: 0.7842
Valid Trial [52/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 6.8185, Accuracy: 0.8881, F1 score: 0.6627, HS: 0.5202

Train Trial [53/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.1843, Accuracy: 0.9593, F1 score: 0.8638, HS: 0.7728
Valid Trial [53/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 6.0746, Accuracy: 0.8940, F1 score: 0.6805, HS: 0.5433

Train Trial [54/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.1689, Accuracy: 0.9609, F1 score: 0.8681, HS: 0.7802
Valid Trial [54/200], LR: 0.0001, W: 0.01, Avg Loss: 6.6899, Accuracy: 0.8940, F1 score: 0.6697, HS: 0.5215

Train Trial [55/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1548, Accuracy: 0.9633, F1 score: 0.8754, HS: 0.7865
Valid Trial [55/200], LR: 0.0001, W: 0.01, Avg Loss: 7.5820, Accuracy: 0.8984, F1 score: 0.6801, HS: 0.5443

Train Trial [56/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1793, Accuracy: 0.9623, F1 score: 0.8722, HS: 0.7779
Valid Trial [56/200], LR: 0.0001, W: 0.01, Avg Loss: 6.7401, Accuracy: 0.8940, F1 score: 0.6718, HS: 0.5334

Train Trial [57/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1509, Accuracy: 0.9622, F1 score: 0.8723, HS: 0.7830
Valid Trial [57/200], LR: 0.0001, W: 0.01, Avg Loss: 7.0447, Accuracy: 0.9058, F1 score: 0.6963, HS: 0.5566

Train Trial [58/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1545, Accuracy: 0.9674, F1 score: 0.8879, HS: 0.8108
Valid Trial [58/200], LR: 0.0001, W: 0.01, Avg Loss: 7.1856, Accuracy: 0.9014, F1 score: 0.6942, HS: 0.5457

Train Trial [59/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1587, Accuracy: 0.9633, F1 score: 0.8753, HS: 0.7927
Valid Trial [59/200], LR: 0.0001, W: 0.01, Avg Loss: 7.7661, Accuracy: 0.9009, F1 score: 0.6893, HS: 0.5582

Train Trial [60/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1509, Accuracy: 0.9660, F1 score: 0.8836, HS: 0.8083
Valid Trial [60/200], LR: 0.0001, W: 0.01, Avg Loss: 7.2740, Accuracy: 0.9004, F1 score: 0.6844, HS: 0.5481

Train Trial [61/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1523, Accuracy: 0.9660, F1 score: 0.8836, HS: 0.8001
Valid Trial [61/200], LR: 0.0001, W: 0.01, Avg Loss: 7.5138, Accuracy: 0.8989, F1 score: 0.6861, HS: 0.5505

Train Trial [62/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1531, Accuracy: 0.9658, F1 score: 0.8828, HS: 0.7988
Valid Trial [62/200], LR: 0.0001, W: 0.01, Avg Loss: 7.6425, Accuracy: 0.8989, F1 score: 0.6822, HS: 0.5332

Train Trial [63/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1613, Accuracy: 0.9630, F1 score: 0.8745, HS: 0.7911
Valid Trial [63/200], LR: 0.0001, W: 0.01, Avg Loss: 7.0487, Accuracy: 0.8886, F1 score: 0.6657, HS: 0.5255

Train Trial [64/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1614, Accuracy: 0.9646, F1 score: 0.8792, HS: 0.7965
Valid Trial [64/200], LR: 0.0001, W: 0.01, Avg Loss: 6.4452, Accuracy: 0.8905, F1 score: 0.6636, HS: 0.5183

Train Trial [65/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1590, Accuracy: 0.9649, F1 score: 0.8801, HS: 0.7979
Valid Trial [65/200], LR: 0.0001, W: 0.01, Avg Loss: 6.8099, Accuracy: 0.9019, F1 score: 0.6915, HS: 0.5563

Train Trial [66/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1485, Accuracy: 0.9641, F1 score: 0.8777, HS: 0.7956
Valid Trial [66/200], LR: 0.0001, W: 0.01, Avg Loss: 6.2241, Accuracy: 0.8960, F1 score: 0.6769, HS: 0.5276

Train Trial [67/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1501, Accuracy: 0.9679, F1 score: 0.8892, HS: 0.8107
Valid Trial [67/200], LR: 0.0001, W: 0.01, Avg Loss: 6.8968, Accuracy: 0.8925, F1 score: 0.6677, HS: 0.5134

Train Trial [68/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1433, Accuracy: 0.9669, F1 score: 0.8863, HS: 0.8089
Valid Trial [68/200], LR: 0.0001, W: 0.01, Avg Loss: 7.6258, Accuracy: 0.9043, F1 score: 0.6969, HS: 0.5490

Train Trial [69/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1393, Accuracy: 0.9666, F1 score: 0.8855, HS: 0.7954
Valid Trial [69/200], LR: 0.0001, W: 0.01, Avg Loss: 7.1388, Accuracy: 0.9048, F1 score: 0.7017, HS: 0.5587

Train Trial [70/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1397, Accuracy: 0.9704, F1 score: 0.8971, HS: 0.8257
Valid Trial [70/200], LR: 0.0001, W: 0.01, Avg Loss: 7.0243, Accuracy: 0.9029, F1 score: 0.6955, HS: 0.5567

Train Trial [71/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1470, Accuracy: 0.9671, F1 score: 0.8869, HS: 0.8123
Valid Trial [71/200], LR: 0.0001, W: 0.01, Avg Loss: 7.0082, Accuracy: 0.9004, F1 score: 0.6892, HS: 0.5531

Train Trial [72/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1425, Accuracy: 0.9701, F1 score: 0.8961, HS: 0.8206
Valid Trial [72/200], LR: 0.0001, W: 0.01, Avg Loss: 6.7188, Accuracy: 0.9004, F1 score: 0.6902, HS: 0.5488

Train Trial [73/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1488, Accuracy: 0.9657, F1 score: 0.8827, HS: 0.7987
Valid Trial [73/200], LR: 0.0001, W: 0.01, Avg Loss: 8.6533, Accuracy: 0.9053, F1 score: 0.6972, HS: 0.5627

Train Trial [74/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1358, Accuracy: 0.9715, F1 score: 0.9003, HS: 0.8285
Valid Trial [74/200], LR: 0.0001, W: 0.01, Avg Loss: 8.2702, Accuracy: 0.8964, F1 score: 0.6789, HS: 0.5484

Train Trial [75/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1324, Accuracy: 0.9684, F1 score: 0.8907, HS: 0.8145
Valid Trial [75/200], LR: 0.0001, W: 0.01, Avg Loss: 8.5787, Accuracy: 0.9014, F1 score: 0.6805, HS: 0.5452

Train Trial [76/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1304, Accuracy: 0.9715, F1 score: 0.9004, HS: 0.8268
Valid Trial [76/200], LR: 0.0001, W: 0.01, Avg Loss: 8.0721, Accuracy: 0.8994, F1 score: 0.6832, HS: 0.5423

Train Trial [77/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1264, Accuracy: 0.9727, F1 score: 0.9043, HS: 0.8346
Valid Trial [77/200], LR: 0.0001, W: 0.01, Avg Loss: 8.1938, Accuracy: 0.9073, F1 score: 0.7062, HS: 0.5733

Train Trial [78/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1203, Accuracy: 0.9733, F1 score: 0.9062, HS: 0.8409
Valid Trial [78/200], LR: 0.0001, W: 0.01, Avg Loss: 8.4598, Accuracy: 0.9073, F1 score: 0.7044, HS: 0.5641

Train Trial [79/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1306, Accuracy: 0.9730, F1 score: 0.9054, HS: 0.8409
Valid Trial [79/200], LR: 0.0001, W: 0.01, Avg Loss: 7.6325, Accuracy: 0.9043, F1 score: 0.6969, HS: 0.5684

Train Trial [80/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1286, Accuracy: 0.9693, F1 score: 0.8938, HS: 0.8197
Valid Trial [80/200], LR: 0.0001, W: 0.01, Avg Loss: 7.2322, Accuracy: 0.9103, F1 score: 0.7102, HS: 0.5791

Train Trial [81/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1265, Accuracy: 0.9734, F1 score: 0.9066, HS: 0.8415
Valid Trial [81/200], LR: 0.0001, W: 0.01, Avg Loss: 7.1295, Accuracy: 0.9019, F1 score: 0.6962, HS: 0.5609

Train Trial [82/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1168, Accuracy: 0.9740, F1 score: 0.9086, HS: 0.8403
Valid Trial [82/200], LR: 0.0001, W: 0.01, Avg Loss: 7.5105, Accuracy: 0.9122, F1 score: 0.7138, HS: 0.5785

Train Trial [83/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1415, Accuracy: 0.9681, F1 score: 0.8901, HS: 0.8138
Valid Trial [83/200], LR: 0.0001, W: 0.01, Avg Loss: 7.3140, Accuracy: 0.9038, F1 score: 0.6948, HS: 0.5577

Train Trial [84/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1313, Accuracy: 0.9717, F1 score: 0.9013, HS: 0.8245
Valid Trial [84/200], LR: 0.0001, W: 0.01, Avg Loss: 7.5291, Accuracy: 0.8989, F1 score: 0.6822, HS: 0.5505

Train Trial [85/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1246, Accuracy: 0.9718, F1 score: 0.9015, HS: 0.8237
Valid Trial [85/200], LR: 0.0001, W: 0.01, Avg Loss: 8.3023, Accuracy: 0.9112, F1 score: 0.7087, HS: 0.5683

Train Trial [86/200], LR: 0.0001, W: 0.01, Avg Loss: 0.1278, Accuracy: 0.9741, F1 score: 0.9087, HS: 0.8447
Valid Trial [86/200], LR: 0.0001, W: 0.01, Avg Loss: 7.8803, Accuracy: 0.9048, F1 score: 0.6970, HS: 0.5584

