Patterns set encontrado en ../patterns\base
Labels set encontrado en ../labels\base
Nombre del experimento: 26L_testval
Los resultados se guardarán en: ../outputs\alexnet\base\26L_testval
Los resultados se guardarán en: ../outputs\alexnet\base\26L_testval
Usando top_labels previamente generados para 26 labels
Usando device: NVIDIA GeForce GTX 1060
Valid Trial [0/10], LR: 0.0072, W: 3.452e-07, Avg Loss: 0.9571, Accuracy: 0.5419, F1 score: 0.2160, HS: 0.1223
Predicciones guardadas en ../outputs\alexnet\ref\26L_testval\predictions.csv
(234, 26)
(234, 26)
HS final: 0.40236060236060234
{'BATCH_SIZE': 100, 'optimizer': 'Adam', 'scheduler': 'ReduceLROnPlateau', 'criterion': 'BCEWithLogitsLoss', 'epochs': 200, 'best_epoch': 6, 'data_flags': 'ref', 'use_pos_weights': False, 'pos_weights_factor': 1, 'NUM_LABELS': 26, 'use_testval': True, 'TH_TRAIN': 0.5, 'TH_VAL': 0.5, 'TH_TEST': 0.5, 'HS_FINAL': 0.40236060236060234, 'patience': 10}========= * 40
========= * 40
========= * 40
========= * 40
Patterns set encontrado en ../patterns\rot
Labels set encontrado en ../labels\rot
Nombre del experimento: 26L_testval
Los resultados se guardar�n en: ../outputs\alexnet\rot\26L_testval
Los resultados se guardar�n en: ../outputs\alexnet\rot\26L_testval
Usando top_labels previamente generados para 26 labels
Usando device: NVIDIA GeForce GTX 1060
Valid Trial [0/10], LR: 0.0041, W: 2.33479e-05, Avg Loss: 1.0615, Accuracy: 0.4231, F1 score: 0.2030, HS: 0.1127
Valid Trial [1/10], LR: 0.0002, W: 3.947e-07, Avg Loss: 0.9962, Accuracy: 0.4571, F1 score: 0.2141, HS: 0.1216
Valid Trial [2/10], LR: 0.0008, W: 3.4964e-06, Avg Loss: 1.0352, Accuracy: 0.4517, F1 score: 0.2191, HS: 0.1242
Valid Trial [3/10], LR: 0.0005, W: 3.7237e-06, Avg Loss: 0.9606, Accuracy: 0.4961, F1 score: 0.2373, HS: 0.1365
Valid Trial [4/10], LR: 0.0001, W: 4.982e-07, Avg Loss: 0.9876, Accuracy: 0.4827, F1 score: 0.2023, HS: 0.1158
Valid Trial [5/10], LR: 0.0007, W: 2.83476e-05, Avg Loss: 0.9810, Accuracy: 0.4901, F1 score: 0.1884, HS: 0.1028
Valid Trial [6/10], LR: 0.0005, W: 1.5456e-06, Avg Loss: 0.9160, Accuracy: 0.5523, F1 score: 0.2266, HS: 0.1305
Valid Trial [7/10], LR: 0.01, W: 2.3619e-06, Avg Loss: 0.9999, Accuracy: 0.4936, F1 score: 0.2045, HS: 0.1111
Valid Trial [8/10], LR: 0.0038, W: 5.19e-06, Avg Loss: 1.0110, Accuracy: 0.4610, F1 score: 0.2051, HS: 0.1151
Valid Trial [9/10], LR: 0.0022, W: 7.828e-07, Avg Loss: 1.0007, Accuracy: 0.4689, F1 score: 0.2246, HS: 0.1283
Train Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 0.4742, Accuracy: 0.8569, F1 score: 0.2468, HS: 0.1700
Valid Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 0.4369, Accuracy: 0.8846, F1 score: 0.3810, HS: 0.2702

Train Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 0.3143, Accuracy: 0.8968, F1 score: 0.3879, HS: 0.2568
Valid Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 0.3841, Accuracy: 0.8925, F1 score: 0.4410, HS: 0.2970

