Patterns set encontrado en ../patterns\blur
Labels set encontrado en ../labels\blur
Nombre del experimento: 26L_testval_weighted_1
Los resultados se guardarán en: ../outputs\alexnet\blur\26L_testval_weighted_1
Los resultados se guardarán en: ../outputs\alexnet\blur\26L_testval_weighted_1
Usando top_labels previamente generados para 26 labels
Usando device: NVIDIA GeForce GTX 1060
Valid Trial [0/10], LR: 0.0001, W: 2.11342e-05, Avg Loss: 5.4919, Accuracy: 0.4793, F1 score: 0.1927, HS: 0.1139
Train Trial [33/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.2425, Accuracy: 0.9427, F1 score: 0.8179, HS: 0.7144
Valid Trial [33/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 4.5034, Accuracy: 0.8817, F1 score: 0.6471, HS: 0.4976

Train Trial [34/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.2277, Accuracy: 0.9454, F1 score: 0.8248, HS: 0.7189
Valid Trial [34/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 4.8974, Accuracy: 0.8871, F1 score: 0.6567, HS: 0.5102

Train Trial [35/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.2410, Accuracy: 0.9446, F1 score: 0.8226, HS: 0.7202
Valid Trial [35/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 3.7782, Accuracy: 0.8762, F1 score: 0.6430, HS: 0.4926

Train Trial [36/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.3059, Accuracy: 0.9327, F1 score: 0.7925, HS: 0.6745
Valid Trial [36/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 3.7550, Accuracy: 0.8792, F1 score: 0.6402, HS: 0.4919

Train Trial [37/200], LR: 0.000178, W: 0.01, Avg Loss: 0.2584, Accuracy: 0.9371, F1 score: 0.8036, HS: 0.6917
Valid Trial [37/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 4.2598, Accuracy: 0.8807, F1 score: 0.6431, HS: 0.4937

Train Trial [38/200], LR: 0.000178, W: 0.01, Avg Loss: 0.2238, Accuracy: 0.9485, F1 score: 0.8332, HS: 0.7266
Valid Trial [38/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 4.8951, Accuracy: 0.8935, F1 score: 0.6677, HS: 0.5150

Train Trial [39/200], LR: 0.000178, W: 0.01, Avg Loss: 0.2058, Accuracy: 0.9500, F1 score: 0.8376, HS: 0.7401
Valid Trial [39/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 5.5312, Accuracy: 0.8994, F1 score: 0.6792, HS: 0.5378

Train Trial [40/200], LR: 0.000178, W: 0.01, Avg Loss: 0.1930, Accuracy: 0.9560, F1 score: 0.8540, HS: 0.7634
Valid Trial [40/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 5.5306, Accuracy: 0.9034, F1 score: 0.6947, HS: 0.5566

Train Trial [41/200], LR: 0.000178, W: 0.01, Avg Loss: 0.1760, Accuracy: 0.9591, F1 score: 0.8629, HS: 0.7748
Valid Trial [41/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 5.9655, Accuracy: 0.8999, F1 score: 0.6823, HS: 0.5346

Train Trial [42/200], LR: 0.000178, W: 0.01, Avg Loss: 0.1845, Accuracy: 0.9555, F1 score: 0.8528, HS: 0.7565
Valid Trial [42/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 5.5287, Accuracy: 0.8925, F1 score: 0.6697, HS: 0.5248

Train Trial [43/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.1662, Accuracy: 0.9615, F1 score: 0.8700, HS: 0.7863
Valid Trial [43/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 5.1256, Accuracy: 0.9034, F1 score: 0.6889, HS: 0.5390

Train Trial [44/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.1639, Accuracy: 0.9618, F1 score: 0.8709, HS: 0.7895
Valid Trial [44/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 5.8285, Accuracy: 0.8969, F1 score: 0.6739, HS: 0.5189

Train Trial [45/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.1608, Accuracy: 0.9626, F1 score: 0.8733, HS: 0.7959
Valid Trial [45/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 6.1461, Accuracy: 0.9068, F1 score: 0.6937, HS: 0.5499

Train Trial [46/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.1516, Accuracy: 0.9624, F1 score: 0.8728, HS: 0.7927
Valid Trial [46/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 6.5355, Accuracy: 0.9088, F1 score: 0.7002, HS: 0.5539

Train Trial [47/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.1543, Accuracy: 0.9676, F1 score: 0.8882, HS: 0.8188
Valid Trial [47/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 5.7678, Accuracy: 0.8969, F1 score: 0.6750, HS: 0.5215

Train Trial [48/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.1660, Accuracy: 0.9604, F1 score: 0.8669, HS: 0.7804
Valid Trial [48/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 5.8128, Accuracy: 0.8989, F1 score: 0.6751, HS: 0.5362

Train Trial [49/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.1477, Accuracy: 0.9663, F1 score: 0.8844, HS: 0.8075
Valid Trial [49/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 6.1976, Accuracy: 0.9034, F1 score: 0.6849, HS: 0.5443

Train Trial [50/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.1456, Accuracy: 0.9681, F1 score: 0.8901, HS: 0.8220
Valid Trial [50/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 6.1388, Accuracy: 0.9063, F1 score: 0.6945, HS: 0.5482

Out of patience!
Best epoch: 40
Test Trial [1/1], LR: 0.0001, W: 0.001, Avg Loss: 69.9310, Accuracy: 0.8961, F1 score: 0.6576, HS: 0.5177
Predicciones guardadas en ../outputs\alexnet\blur\26L_testval_weighted_1\predictions.csv
(234, 26)
(234, 26)
HS final, NUM_LABELS: 0.5199362366029032, 26
{'BATCH_SIZE': 100, 'optimizer': 'Adam', 'scheduler': 'ReduceLROnPlateau', 'criterion': 'BCEWithLogitsLoss', 'epochs': 200, 'best_epoch': 40, 'data_flags': 'blur', 'use_pos_weights': True, 'pos_weights_factor': 1, 'NUM_LABELS': 26, 'use_testval': True, 'TH_TRAIN': 0.5, 'TH_VAL': 0.5, 'TH_TEST': 0.5, 'HS_FINAL': 0.5199362366029032, 'patience': 10}
========================================================================================================================================================================================================================================================================================================================================================================
========================================================================================================================================================================================================================================================================================================================================================================
========================================================================================================================================================================================================================================================================================================================================================================
========================================================================================================================================================================================================================================================================================================================================================================
Patterns set encontrado en ../patterns\blur
Labels set encontrado en ../labels\blur
Nombre del experimento: 31L_testval_weighted_1
Los resultados se guardarán en: ../outputs\alexnet\blur\31L_testval_weighted_1
Los resultados se guardarán en: ../outputs\alexnet\blur\31L_testval_weighted_1
Creando top_labels para 31 labels
Aplicando threshold 43 para trabajar con 30 labels
panel            578
horizontal       468
ornament         246
hatched          216
vertical         208
circle           160
metopal          154
filling          148
lozenge          128
enclosing        124
double           108
cross-hatched    102
triangle          98
line              84
chain             82
meander           80
concentric        80
bar               78
dotted            74
solid             70
dot               68
cross             62
outline           62
single            56
hook              54
floor             54
star              50
swastika          48
right             46
shoulder          44
dtype: int64
Usando device: NVIDIA GeForce GTX 1060
Valid Trial [0/10], LR: 0.0032, W: 3.0905e-05, Avg Loss: 5.0825, Accuracy: 0.5534, F1 score: 0.2299, HS: 0.1422
Valid Trial [1/10], LR: 0.0004, W: 2.0722e-06, Avg Loss: 5.8454, Accuracy: 0.5150, F1 score: 0.1733, HS: 0.0936
Valid Trial [2/10], LR: 0.0003, W: 4.0295e-06, Avg Loss: 5.7460, Accuracy: 0.3987, F1 score: 0.1853, HS: 0.1028
Valid Trial [3/10], LR: 0.007, W: 4.101e-07, Avg Loss: 4.8468, Accuracy: 0.5214, F1 score: 0.1966, HS: 0.1073
Valid Trial [4/10], LR: 0.0003, W: 2.48428e-05, Avg Loss: 5.7726, Accuracy: 0.5376, F1 score: 0.1925, HS: 0.1077
Valid Trial [5/10], LR: 0.0001, W: 1.1709e-06, Avg Loss: 5.6251, Accuracy: 0.4769, F1 score: 0.1873, HS: 0.1047
Valid Trial [6/10], LR: 0.0018, W: 1.95764e-05, Avg Loss: 5.5142, Accuracy: 0.4850, F1 score: 0.1718, HS: 0.0922
Valid Trial [7/10], LR: 0.0001, W: 6.6608e-06, Avg Loss: 5.2839, Accuracy: 0.5167, F1 score: 0.1984, HS: 0.1112
Valid Trial [8/10], LR: 0.0039, W: 1.93519e-05, Avg Loss: 5.2168, Accuracy: 0.4577, F1 score: 0.1829, HS: 0.1009
Valid Trial [9/10], LR: 0.0033, W: 3.93e-07, Avg Loss: 5.1613, Accuracy: 0.4521, F1 score: 0.1977, HS: 0.1111
Train Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 3.3386, Accuracy: 0.2147, F1 score: 0.2166, HS: 0.1208
Valid Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 2.7746, Accuracy: 0.1547, F1 score: 0.2225, HS: 0.1245

Train Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 2.1132, Accuracy: 0.2457, F1 score: 0.2340, HS: 0.1337
Valid Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 2.5421, Accuracy: 0.2799, F1 score: 0.2406, HS: 0.1357

Train Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 1.9482, Accuracy: 0.3139, F1 score: 0.2496, HS: 0.1445
Valid Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 2.3649, Accuracy: 0.3363, F1 score: 0.2608, HS: 0.1520

Train Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 1.7925, Accuracy: 0.3881, F1 score: 0.2705, HS: 0.1600
Valid Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 2.3139, Accuracy: 0.4175, F1 score: 0.2815, HS: 0.1641

Train Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 1.6918, Accuracy: 0.4481, F1 score: 0.2917, HS: 0.1752
Valid Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 2.0791, Accuracy: 0.4868, F1 score: 0.3102, HS: 0.1910

Train Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 1.5583, Accuracy: 0.5043, F1 score: 0.3135, HS: 0.1929
Valid Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 2.2317, Accuracy: 0.5718, F1 score: 0.3408, HS: 0.2095

Train Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 1.5792, Accuracy: 0.5184, F1 score: 0.3196, HS: 0.1981
Valid Trial [6/200], LR: 0.00075, W: 0.01, Avg Loss: 2.2013, Accuracy: 0.5423, F1 score: 0.3368, HS: 0.2063

Train Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 1.4329, Accuracy: 0.5467, F1 score: 0.3351, HS: 0.2080
Valid Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 2.2228, Accuracy: 0.5795, F1 score: 0.3501, HS: 0.2201

Train Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 1.3012, Accuracy: 0.6114, F1 score: 0.3704, HS: 0.2380
Valid Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 2.2353, Accuracy: 0.6329, F1 score: 0.3707, HS: 0.2433

Train Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 1.2433, Accuracy: 0.6319, F1 score: 0.3825, HS: 0.2470
Valid Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 2.2927, Accuracy: 0.6338, F1 score: 0.3785, HS: 0.2504

Train Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 1.1542, Accuracy: 0.6657, F1 score: 0.4075, HS: 0.2677
Valid Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 2.1538, Accuracy: 0.6671, F1 score: 0.3975, HS: 0.2595

Train Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 1.1302, Accuracy: 0.6866, F1 score: 0.4227, HS: 0.2775
Valid Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 2.2647, Accuracy: 0.6573, F1 score: 0.3933, HS: 0.2562

Train Trial [12/200], LR: 0.00075, W: 0.01, Avg Loss: 1.0882, Accuracy: 0.7064, F1 score: 0.4375, HS: 0.2904
Valid Trial [12/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 2.0153, Accuracy: 0.6453, F1 score: 0.3852, HS: 0.2462

Train Trial [13/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.0074, Accuracy: 0.7251, F1 score: 0.4554, HS: 0.3036
Valid Trial [13/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 2.4395, Accuracy: 0.7103, F1 score: 0.4312, HS: 0.2846

Train Trial [14/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.9076, Accuracy: 0.7446, F1 score: 0.4744, HS: 0.3220
Valid Trial [14/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 2.4834, Accuracy: 0.7355, F1 score: 0.4498, HS: 0.2995

Train Trial [15/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.8509, Accuracy: 0.7747, F1 score: 0.5059, HS: 0.3525
Valid Trial [15/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 2.3480, Accuracy: 0.7321, F1 score: 0.4367, HS: 0.2893

Train Trial [16/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.8370, Accuracy: 0.7780, F1 score: 0.5106, HS: 0.3549
Valid Trial [16/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 2.4894, Accuracy: 0.7389, F1 score: 0.4540, HS: 0.3034

Train Trial [17/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.7469, Accuracy: 0.8027, F1 score: 0.5405, HS: 0.3877
Valid Trial [17/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 3.0445, Accuracy: 0.7765, F1 score: 0.4888, HS: 0.3434

Train Trial [18/200], LR: 0.0005625, W: 0.01, Avg Loss: 0.7342, Accuracy: 0.8134, F1 score: 0.5540, HS: 0.3973
Valid Trial [18/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 2.9723, Accuracy: 0.7671, F1 score: 0.4724, HS: 0.3280

Train Trial [19/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.6943, Accuracy: 0.8203, F1 score: 0.5633, HS: 0.4047
Valid Trial [19/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 3.2532, Accuracy: 0.7709, F1 score: 0.4766, HS: 0.3224

Train Trial [20/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.6429, Accuracy: 0.8389, F1 score: 0.5904, HS: 0.4379
Valid Trial [20/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 2.8103, Accuracy: 0.7786, F1 score: 0.4851, HS: 0.3380

Train Trial [21/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.6451, Accuracy: 0.8314, F1 score: 0.5793, HS: 0.4262
Valid Trial [21/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 2.7131, Accuracy: 0.7791, F1 score: 0.4835, HS: 0.3352

Train Trial [22/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.6676, Accuracy: 0.8272, F1 score: 0.5737, HS: 0.4168
Valid Trial [22/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 2.8333, Accuracy: 0.7821, F1 score: 0.4880, HS: 0.3421

Train Trial [23/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.6056, Accuracy: 0.8459, F1 score: 0.6020, HS: 0.4509
Valid Trial [23/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 2.8864, Accuracy: 0.7833, F1 score: 0.4853, HS: 0.3395

Train Trial [24/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.5767, Accuracy: 0.8545, F1 score: 0.6153, HS: 0.4593
